Gene stable ID,Gene name,Gene description,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Strand
ENSBTAG00000012106,ADCK1,aarF domain containing kinase 1 [Source:VGNC Symbol_Acc:VGNC:25639],10,88931675,89062788,1
ENSBTAG00000032140,SBK1,SH3 domain binding kinase 1 [Source:NCBI gene (formerly Entrezgene)_Acc:614815],25,25816381,25820460,1
ENSBTAG00000039839,IL36RN,interleukin 36 receptor antagonist [Source:VGNC Symbol_Acc:VGNC:30159],11,46752632,46756877,1
ENSBTAG00000004586,,UDP-N-acetylglucosamine transferase subunit ALG13 homolog [Source:NCBI gene (formerly Entrezgene)_Acc:107132045],X,59872141,59877713,1
ENSBTAG00000051235,,,25,25837678,25838223,1
ENSBTAG00000002736,DNMT1,DNA methyltransferase 1 [Source:VGNC Symbol_Acc:VGNC:28145],7,14686995,14730720,-1
ENSBTAG00000009830,PLEKHB1,pleckstrin homology domain containing B1 [Source:VGNC Symbol_Acc:VGNC:33009],15,53117190,53136353,1
ENSBTAG00000008916,CYFIP2,cytoplasmic FMR1 interacting protein 2 [Source:VGNC Symbol_Acc:VGNC:50267],7,68943176,69076275,1
ENSBTAG00000032136,,,25,25840532,25841294,-1
ENSBTAG00000050968,,,3,14764346,14773046,1
ENSBTAG00000053867,,,3,14773121,14774906,1
ENSBTAG00000049691,,,6,15911457,15915585,1
ENSBTAG00000021249,LAT,linker for activation of T cells [Source:VGNC Symbol_Acc:VGNC:50054],25,25862056,25866924,-1
ENSBTAG00000015251,,putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13 [Source:NCBI gene (formerly Entrezgene)_Acc:515282],X,59897844,59951347,1
ENSBTAG00000052336,ZIM3,zinc finger imprinted 3 [Source:HGNC Symbol_Acc:HGNC:16366],18,64374169,64378543,-1
ENSBTAG00000018012,IL1F10,interleukin 1 family member 10 [Source:VGNC Symbol_Acc:VGNC:52788],11,46767731,46771499,1
ENSBTAG00000050946,,,18,64398336,64400322,-1
ENSBTAG00000051330,WC-7,WC1 isolate CH149 [Source:NCBI gene (formerly Entrezgene)_Acc:751808],5,102009961,102067015,1
ENSBTAG00000048466,,zinc finger protein 264-like [Source:NCBI gene (formerly Entrezgene)_Acc:112444871],18,64424836,64435396,1
ENSBTAG00000003908,MAPRE1,microtubule associated protein RP/EB family member 1 [Source:VGNC Symbol_Acc:VGNC:31232],13,62182219,62210102,1
ENSBTAG00000019665,IL1RN,interleukin 1 receptor antagonist [Source:VGNC Symbol_Acc:VGNC:30136],11,46815591,46837831,1
ENSBTAG00000015276,SLC26A11,solute carrier family 26 member 11 [Source:VGNC Symbol_Acc:VGNC:34776],19,52406402,52424135,-1
ENSBTAG00000054455,,,28,29391834,29392318,-1
ENSBTAG00000000113,ARHGEF2,Rho/Rac guanine nucleotide exchange factor 2 [Source:VGNC Symbol_Acc:VGNC:26111],3,14781460,14813371,1
ENSBTAG00000021575,BRD7,bromodomain containing 7 [Source:VGNC Symbol_Acc:VGNC:26560],18,18722067,18766993,-1
ENSBTAG00000011651,HECTD2,HECT domain E3 ubiquitin protein ligase 2 [Source:VGNC Symbol_Acc:VGNC:29801],26,13028066,13101803,1
ENSBTAG00000020219,MSS51,MSS51 mitochondrial translational activator [Source:VGNC Symbol_Acc:VGNC:31707],28,29413416,29417580,-1
ENSBTAG00000003261,AURKC,aurora kinase C [Source:NCBI gene (formerly Entrezgene)_Acc:618599],18,64453980,64458059,1
ENSBTAG00000004791,VPS26C,VPS26 endosomal protein sorting factor C [Source:VGNC Symbol_Acc:VGNC:28218],1,149461702,149496009,-1
ENSBTAG00000020213,NIPAL4,NIPA like domain containing 4 [Source:VGNC Symbol_Acc:VGNC:32084],7,69101530,69116298,1
ENSBTAG00000038926,ZNF805,zinc finger protein 805 [Source:NCBI gene (formerly Entrezgene)_Acc:523461],18,64463752,64475319,1
ENSBTAG00000051503,EFCAB8,EF-hand calcium binding domain 8 [Source:NCBI gene (formerly Entrezgene)_Acc:107133056],13,62220966,62268229,1
ENSBTAG00000049313,,,11,98728974,98730116,-1
ENSBTAG00000014653,SPNS1,sphingolipid transporter 1 (putative) [Source:NCBI gene (formerly Entrezgene)_Acc:505997],25,25867538,25876113,-1
ENSBTAG00000016218,PTGES2,prostaglandin E synthase 2 [Source:VGNC Symbol_Acc:VGNC:33506],11,98758509,98765006,-1
ENSBTAG00000011011,SSH2,slingshot protein phosphatase 2 [Source:VGNC Symbol_Acc:VGNC:35313],19,20882415,21124185,-1
ENSBTAG00000019525,PPP3CB,protein phosphatase 3 catalytic subunit beta [Source:VGNC Symbol_Acc:VGNC:33266],28,29426059,29473891,-1
ENSBTAG00000002123,MYO3A,myosin IIIA [Source:VGNC Symbol_Acc:VGNC:31824],13,26492604,26661536,1
ENSBTAG00000003952,FBXL2,F-box and leucine rich repeat protein 2 [Source:VGNC Symbol_Acc:VGNC:52775],22,7572111,7647124,1
ENSBTAG00000040257,,pregnancy-associated glycoprotein [Source:NCBI gene (formerly Entrezgene)_Acc:617765],29,39619799,39627873,1
ENSBTAG00000053555,,,27,6568466,6568934,1
ENSBTAG00000053327,,,27,6576606,6577718,-1
ENSBTAG00000048737,DEFB10,beta-defensin 10 [Source:NCBI gene (formerly Entrezgene)_Acc:100141457],27,6596422,6598413,1
ENSBTAG00000013056,SUN5,Sad1 and UNC84 domain containing 5 [Source:VGNC Symbol_Acc:VGNC:35476],13,62276784,62297291,-1
ENSBTAG00000031439,CDC14A,cell division cycle 14A [Source:VGNC Symbol_Acc:VGNC:27059],3,42742189,42956403,-1
ENSBTAG00000051501,,pregnancy-associated glycoprotein 2 [Source:NCBI gene (formerly Entrezgene)_Acc:521902],29,39664239,39673788,1
ENSBTAG00000042873,U6,U6 spliceosomal RNA [Source:RFAM_Acc:RF00026],19,20922062,20922169,-1
ENSBTAG00000008056,GAD2,glutamate decarboxylase 2 [Source:VGNC Symbol_Acc:VGNC:29205],13,26665423,26728690,1
ENSBTAG00000053326,,,27,6610757,6610927,1
ENSBTAG00000042268,,,19,20930117,20930187,-1
ENSBTAG00000014831,PPP1R3C,protein phosphatase 1 regulatory subunit 3C [Source:VGNC Symbol_Acc:VGNC:33244],26,13208458,13213362,-1
ENSBTAG00000014650,NFATC2IP,nuclear factor of activated T cells 2 interacting protein [Source:VGNC Symbol_Acc:VGNC:32032],25,25885086,25897161,-1
ENSBTAG00000050575,,,27,6640557,6642230,1
ENSBTAG00000014149,LCN2,lipocalin 2 [Source:VGNC Symbol_Acc:VGNC:30814],11,98781893,98785927,1
ENSBTAG00000043915,,,19,20930327,20930406,-1
ENSBTAG00000019072,PSD4,pleckstrin and Sec7 domain containing 4 [Source:VGNC Symbol_Acc:VGNC:33433],11,46884578,46900867,1
ENSBTAG00000053518,,,26,13287479,13288652,1
ENSBTAG00000051383,DEFB7,defensin beta 7 [Source:NCBI gene (formerly Entrezgene)_Acc:768320],27,6676076,6678281,1
ENSBTAG00000014150,C11H9orf16,chromosome 11 C9orf16 homolog [Source:VGNC Symbol_Acc:VGNC:59208],11,98789901,98793297,1
ENSBTAG00000019122,EFCAB5,EF-hand calcium binding domain 5 [Source:VGNC Symbol_Acc:VGNC:28345],19,21175356,21193833,1
ENSBTAG00000052312,DEFB1,beta-defensin 1 [Source:NCBI gene (formerly Entrezgene)_Acc:100297617],27,6721625,6723684,1
ENSBTAG00000053850,,,25,25899988,25903444,-1
ENSBTAG00000012274,CIZ1,CDKN1A interacting zinc finger protein 1 [Source:VGNC Symbol_Acc:VGNC:27379],11,98794261,98811474,-1
ENSBTAG00000050693,,,27,6733857,6734326,1
ENSBTAG00000013469,SRCIN1,SRC kinase signaling inhibitor 1 [Source:VGNC Symbol_Acc:VGNC:35270],19,39146536,39217469,-1
ENSBTAG00000054757,U6,U6 spliceosomal RNA [Source:RFAM_Acc:RF00026],13,62302456,62302562,1
ENSBTAG00000052384,,,27,6764467,6773396,1
ENSBTAG00000032122,CD19,CD19 molecule [Source:VGNC Symbol_Acc:VGNC:27007],25,25905403,25911990,-1
ENSBTAG00000054532,,,10,89364821,89366175,1
ENSBTAG00000001160,GMEB1,glucocorticoid modulatory element binding protein 1 [Source:VGNC Symbol_Acc:VGNC:29432],2,124758268,124785888,-1
ENSBTAG00000009157,SLC35B3,solute carrier family 35 member B3 [Source:VGNC Symbol_Acc:VGNC:34825],23,47158325,47179853,1
ENSBTAG00000019200,BPIFB2,BPI fold containing family B member 2 [Source:VGNC Symbol_Acc:VGNC:26546],13,62304795,62323150,1
ENSBTAG00000036260,LPXN,leupaxin [Source:VGNC Symbol_Acc:VGNC:30971],15,81845565,81887132,-1
ENSBTAG00000019226,PAG8,pregnancy-associated glycoprotein 8 [Source:NCBI gene (formerly Entrezgene)_Acc:337902],29,39726286,39736545,1
ENSBTAG00000014947,PTPN13,protein tyrosine phosphatase non-receptor type 13 [Source:VGNC Symbol_Acc:VGNC:53774],6,101531746,101735421,1
ENSBTAG00000007399,LAMP2,lysosomal associated membrane protein 2 [Source:VGNC Symbol_Acc:VGNC:30776],X,4940703,5023623,-1
ENSBTAG00000007494,SMARCA2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 [Source:VGNC Symbol_Acc:VGNC:34986]",8,42369825,42549632,-1
ENSBTAG00000012599,SMAD3,SMAD family member 3 [Source:VGNC Symbol_Acc:VGNC:34976],10,13895783,14018262,1
ENSBTAG00000019314,USP25,ubiquitin specific peptidase 25 [Source:VGNC Symbol_Acc:VGNC:36718],1,21167188,21328190,-1
ENSBTAG00000021101,GPR88,G protein-coupled receptor 88 [Source:VGNC Symbol_Acc:VGNC:29604],3,42742344,42744302,-1
ENSBTAG00000054319,,,3,42934623,42934835,1
ENSBTAG00000010112,BPIFB6,BPI fold containing family B member 6 [Source:VGNC Symbol_Acc:VGNC:26548],13,62331559,62347090,1
ENSBTAG00000048888,,,5,27805310,27805829,-1
ENSBTAG00000015759,,,3,42986580,42987080,-1
ENSBTAG00000042723,,,2,124806156,124806288,-1
ENSBTAG00000002490,CHPT1,choline phosphotransferase 1 [Source:VGNC Symbol_Acc:VGNC:27314],5,65511775,65543424,1
ENSBTAG00000006542,RABEP2,"rabaptin, RAB GTPase binding effector protein 2 [Source:VGNC Symbol_Acc:VGNC:33668]",25,25917049,25929296,1
ENSBTAG00000000510,ATG101,autophagy related 101 [Source:VGNC Symbol_Acc:VGNC:26249],5,27808212,27814034,-1
ENSBTAG00000011127,NUP205,nucleoporin 205 [Source:VGNC Symbol_Acc:VGNC:32355],4,99335497,99461007,1
ENSBTAG00000026660,TAF12,TATA-box binding protein associated factor 12 [Source:VGNC Symbol_Acc:VGNC:97316],2,124810107,124834049,1
ENSBTAG00000015267,SGSH,N-sulfoglucosamine sulfohydrolase [Source:VGNC Symbol_Acc:VGNC:34549],19,52424174,52431354,1
ENSBTAG00000009405,TRPC4,transient receptor potential cation channel subfamily C member 4 [Source:VGNC Symbol_Acc:VGNC:36383],12,23965261,24172034,1
ENSBTAG00000042124,,,22,7619981,7620106,1
ENSBTAG00000014761,PGA5,"pepsinogen 5, group I (pepsinogen A) [Source:NCBI gene (formerly Entrezgene)_Acc:414350]",29,39760936,39771367,1
ENSBTAG00000054523,CNR1,cannabinoid receptor 1 [Source:NCBI gene (formerly Entrezgene)_Acc:100299449],9,61744572,61774118,1
ENSBTAG00000050605,,,27,6840547,6841492,1
ENSBTAG00000053456,,,27,6855327,6856946,1
ENSBTAG00000000507,NR4A1,nuclear receptor subfamily 4 group A member 1 [Source:VGNC Symbol_Acc:VGNC:32245],5,27820352,27839685,-1
ENSBTAG00000038687,BPIFB3,BPI fold containing family B member 3 [Source:VGNC Symbol_Acc:VGNC:26547],13,62356043,62372303,1
ENSBTAG00000020745,HIVEP3,HIVEP zinc finger 3 [Source:VGNC Symbol_Acc:VGNC:96544],3,104538208,104671493,1
ENSBTAG00000003968,UBP1,upstream binding protein 1 [Source:VGNC Symbol_Acc:VGNC:49155],22,7649885,7712124,-1
ENSBTAG00000009279,TNKS2,tankyrase 2 [Source:VGNC Symbol_Acc:VGNC:36186],26,13347972,13411176,1
ENSBTAG00000040368,AAGAB,alpha and gamma adaptin binding protein [Source:VGNC Symbol_Acc:VGNC:25442],10,14030086,14103131,-1
ENSBTAG00000000108,KHDC4,"KH domain containing 4, pre-mRNA splicing factor [Source:VGNC Symbol_Acc:VGNC:30559]",3,14834858,14852135,1
ENSBTAG00000053405,,,27,6895181,6897002,1
ENSBTAG00000000025,RAB6A,"RAB6A, member RAS oncogene family [Source:NCBI gene (formerly Entrezgene)_Acc:616537]",15,53150637,53241816,-1
ENSBTAG00000024657,,"ZFP91 zinc finger protein, atypical E3 ubiquitin ligase [Source:NCBI gene (formerly Entrezgene)_Acc:529006]",15,81890485,81926989,1
ENSBTAG00000049891,,,27,6933034,6937656,-1
ENSBTAG00000021434,EDN2,endothelin 2 [Source:VGNC Symbol_Acc:VGNC:28328],3,104701023,104706947,1
ENSBTAG00000045649,DEFB,"defensin, beta [Source:NCBI gene (formerly Entrezgene)_Acc:768318]",27,6956381,6964235,1
ENSBTAG00000049557,,,18,64499682,64500782,1
ENSBTAG00000015325,MTOR,mechanistic target of rapamycin kinase [Source:VGNC Symbol_Acc:VGNC:31748],16,42392180,42514910,1
ENSBTAG00000003640,GJD4,gap junction protein delta 4 [Source:VGNC Symbol_Acc:VGNC:29386],13,26756928,26764493,1
ENSBTAG00000002534,EEF1E1,eukaryotic translation elongation factor 1 epsilon 1 [Source:NCBI gene (formerly Entrezgene)_Acc:617105],23,47367326,47383134,1
ENSBTAG00000003836,ADAM19,ADAM metallopeptidase domain 19 [Source:VGNC Symbol_Acc:VGNC:25608],7,69121471,69210620,-1
ENSBTAG00000051241,,,27,6962171,6964146,1
ENSBTAG00000002492,SYCP3,synaptonemal complex protein 3 [Source:VGNC Symbol_Acc:VGNC:56229],5,65541083,65548189,-1
ENSBTAG00000039732,BLOC1S5,biogenesis of lysosomal organelles complex 1 subunit 5 [Source:NCBI gene (formerly Entrezgene)_Acc:505520],23,47392832,47417441,1
ENSBTAG00000037721,,,18,64505119,64540693,-1
ENSBTAG00000042705,U6,U6 spliceosomal RNA [Source:RFAM_Acc:RF00026],22,7703317,7703420,1
ENSBTAG00000053204,,,15,81898357,81899949,-1
ENSBTAG00000040567,MMP27,matrix metallopeptidase 27 [Source:VGNC Symbol_Acc:VGNC:54886],15,5950595,5964239,1
ENSBTAG00000006541,ATP2A1,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1 [Source:VGNC Symbol_Acc:VGNC:26290],25,25929240,25946430,-1
ENSBTAG00000021568,VWCE,von Willebrand factor C and EGF domains [Source:VGNC Symbol_Acc:VGNC:36859],29,39779732,39810386,-1
ENSBTAG00000052989,FZD8,frizzled class receptor 8 [Source:NCBI gene (formerly Entrezgene)_Acc:616913],13,26785273,26787345,-1
ENSBTAG00000042173,U6,U6 spliceosomal RNA [Source:RFAM_Acc:RF00026],15,53257927,53258034,-1
ENSBTAG00000003624,CNTF,ciliary neurotrophic factor [Source:VGNC Symbol_Acc:VGNC:27534],15,81931958,81933780,1
ENSBTAG00000019341,NSRP1,nuclear speckle splicing regulatory protein 1 [Source:VGNC Symbol_Acc:VGNC:32284],19,21237162,21283030,1
ENSBTAG00000047440,,,13,26787094,26787163,-1
ENSBTAG00000024115,FOXO6,forkhead box O6 [Source:VGNC Symbol_Acc:VGNC:59182],3,104816227,104836692,-1
ENSBTAG00000021525,RAB42,"RAB42, member RAS oncogene family [Source:NCBI gene (formerly Entrezgene)_Acc:514286]",2,124841943,124843301,-1
ENSBTAG00000050315,,,15,81946410,81947633,1
ENSBTAG00000050893,,,27,6999901,7002317,1
ENSBTAG00000042704,,,13,26914622,26914745,-1
ENSBTAG00000008347,MRPL48,mitochondrial ribosomal protein L48 [Source:VGNC Symbol_Acc:VGNC:31643],15,53278739,53333980,1
ENSBTAG00000012295,NKD1,NKD inhibitor of WNT signaling pathway 1 [Source:VGNC Symbol_Acc:VGNC:32093],18,18940443,19034788,1
ENSBTAG00000044341,U6,U6 spliceosomal RNA [Source:RFAM_Acc:RF00026],8,42534231,42534317,1
ENSBTAG00000052614,,,2,124848065,124849420,1
ENSBTAG00000045939,,,15,81969730,81976647,1
ENSBTAG00000051849,,,3,14841709,14841843,1
ENSBTAG00000003185,ASAP1,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 1 [Source:VGNC Symbol_Acc:VGNC:26184]",14,10295954,10604312,1
ENSBTAG00000052575,,,1,22093841,22189794,1
ENSBTAG00000017872,ZNF304,zinc finger protein 304 [Source:VGNC Symbol_Acc:VGNC:52852],18,64520900,64525539,1
ENSBTAG00000048228,,,2,124850784,124854007,1
ENSBTAG00000048866,,,3,14841710,14841843,1
ENSBTAG00000049265,,,27,7049840,7051263,1
ENSBTAG00000042559,,,3,14846190,14846323,1
ENSBTAG00000011108,USP54,ubiquitin specific peptidase 54 [Source:VGNC Symbol_Acc:VGNC:36736],28,29476577,29538572,-1
ENSBTAG00000003172,MEIS2,Meis homeobox 2 [Source:VGNC Symbol_Acc:VGNC:31382],10,32547550,32770681,-1
ENSBTAG00000042986,,,2,124852030,124852164,1
ENSBTAG00000039341,,zinc finger protein 525 [Source:NCBI gene (formerly Entrezgene)_Acc:100296121],18,64571839,64572891,-1
ENSBTAG00000000105,RIT1,Ras like without CAAX 1 [Source:VGNC Symbol_Acc:VGNC:33987],3,14853319,14862517,1
ENSBTAG00000029822,,,19,21237995,21238114,1
ENSBTAG00000042871,SNORA44,"small nucleolar RNA, H/ACA box 44 [Source:HGNC Symbol_Acc:HGNC:32637]",2,124852652,124852782,1
ENSBTAG00000020491,SOX30,SRY-box transcription factor 30 [Source:VGNC Symbol_Acc:VGNC:35148],7,69255959,69297638,-1
ENSBTAG00000047514,,,6,101731536,101747428,-1
ENSBTAG00000043315,SNORA61,"small nucleolar RNA, H/ACA box 61 [Source:HGNC Symbol_Acc:HGNC:32655]",2,124853002,124853127,1
ENSBTAG00000021569,DDB1,damage specific DNA binding protein 1 [Source:VGNC Symbol_Acc:VGNC:27941],29,39814479,39843236,-1
ENSBTAG00000037375,,zinc finger protein 547-like [Source:NCBI gene (formerly Entrezgene)_Acc:512684],18,64587441,64595246,-1
ENSBTAG00000054199,CHCHD8,coiled-coil-helix-coiled-coil-helix domain containing 8 [Source:NCBI gene (formerly Entrezgene)_Acc:100296470],15,53342076,53344586,-1
ENSBTAG00000011307,DNM1,dynamin 1 [Source:VGNC Symbol_Acc:VGNC:50145],11,98822624,98866066,1
ENSBTAG00000015261,CARD14,caspase recruitment domain family member 14 [Source:VGNC Symbol_Acc:VGNC:26762],19,52431399,52468644,-1
ENSBTAG00000019349,SLC6A4,solute carrier family 6 member 4 [Source:VGNC Symbol_Acc:VGNC:49971],19,21290410,21323440,-1
ENSBTAG00000042553,SNORD99,"small nucleolar RNA, C/D box 99 [Source:HGNC Symbol_Acc:HGNC:32762]",2,124853745,124853818,1
ENSBTAG00000054277,,,X,110500581,110502146,1
ENSBTAG00000019409,GNPTAB,N-acetylglucosamine-1-phosphate transferase subunits alpha and beta [Source:VGNC Symbol_Acc:VGNC:29479],5,65570868,65655965,-1
ENSBTAG00000006321,RTCA,RNA 3'-terminal phosphate cyclase [Source:VGNC Symbol_Acc:VGNC:34193],3,43006658,43034731,-1
ENSBTAG00000050963,,,6,101735134,101736816,-1
ENSBTAG00000045404,,,26,13407191,13407333,1
ENSBTAG00000019237,TXNDC5,thioredoxin domain containing 5 [Source:NCBI gene (formerly Entrezgene)_Acc:615027],23,47476520,47502237,1
ENSBTAG00000006907,NEB,nebulin [Source:VGNC Symbol_Acc:VGNC:31977],2,44434401,44651653,1
ENSBTAG00000021658,TAMALIN,trafficking regulator and scaffold protein tamalin [Source:VGNC Symbol_Acc:VGNC:29628],5,27865700,27873793,-1
ENSBTAG00000003679,PAAF1,proteasomal ATPase associated factor 1 [Source:VGNC Symbol_Acc:VGNC:54890],15,53344671,53393878,1
ENSBTAG00000010393,TRNAU1AP,tRNA selenocysteine 1 associated protein 1 [Source:VGNC Symbol_Acc:VGNC:52838],2,124855242,124878660,-1
ENSBTAG00000050622,,,15,81998338,81999582,-1
ENSBTAG00000048682,ZNF548,zinc finger protein 548 [Source:NCBI gene (formerly Entrezgene)_Acc:504913],18,64609623,64619591,-1
ENSBTAG00000039324,FGFBP3,fibroblast growth factor binding protein 3 [Source:VGNC Symbol_Acc:VGNC:28984],26,13438583,13439355,-1
ENSBTAG00000050905,,,X,111133188,111133845,-1
ENSBTAG00000010359,THG1L,tRNA-histidine guanylyltransferase 1 like [Source:VGNC Symbol_Acc:VGNC:35837],7,69320218,69327120,1
ENSBTAG00000051915,,chromosome 6 C4orf36 homolog [Source:NCBI gene (formerly Entrezgene)_Acc:616618],6,101781455,101787723,-1
ENSBTAG00000053663,,E3 ubiquitin-protein ligase RLIM [Source:NCBI gene (formerly Entrezgene)_Acc:521092],X,111144675,111148344,-1
ENSBTAG00000012409,POSTN,periostin [Source:VGNC Symbol_Acc:VGNC:33171],12,24218976,24254116,1
ENSBTAG00000000195,,zinc finger protein 501 [Source:NCBI gene (formerly Entrezgene)_Acc:528802],18,64632169,64640989,1
ENSBTAG00000048707,,,26,13454223,13489686,1
ENSBTAG00000003961,SNX20,sorting nexin 20 [Source:VGNC Symbol_Acc:VGNC:35101],18,19065512,19074769,-1
ENSBTAG00000038058,,glycine-N-acyltransferase-like [Source:NCBI gene (formerly Entrezgene)_Acc:518623],15,82005439,82044563,-1
ENSBTAG00000011333,CLASP2,cytoplasmic linker associated protein 2 [Source:VGNC Symbol_Acc:VGNC:27390],22,7736043,7908960,-1
ENSBTAG00000051016,,,27,7110505,7110973,1
ENSBTAG00000055128,U6,U6 spliceosomal RNA [Source:RFAM_Acc:RF00026],6,101835188,101835294,-1
ENSBTAG00000054041,,,18,64651877,64653892,-1
ENSBTAG00000013638,IQCH,IQ motif containing H [Source:VGNC Symbol_Acc:VGNC:30257],10,14103229,14332391,1
ENSBTAG00000019469,SPACA1,sperm acrosome associated 1 [Source:VGNC Symbol_Acc:VGNC:35161],9,61867833,61898259,-1
ENSBTAG00000053767,,,19,39156838,39161459,-1
ENSBTAG00000001771,DYRK1A,dual specificity tyrosine phosphorylation regulated kinase 1A [Source:VGNC Symbol_Acc:VGNC:28279],1,149567810,149711585,1
ENSBTAG00000054074,,zinc finger protein 548-like [Source:NCBI gene (formerly Entrezgene)_Acc:112441491],18,64656232,64664583,-1
ENSBTAG00000013555,ACVR1B,activin A receptor type 1B [Source:VGNC Symbol_Acc:VGNC:25593],5,27884739,27915481,-1
ENSBTAG00000053557,DEFB4A,"defensin, beta 4A [Source:NCBI gene (formerly Entrezgene)_Acc:286836]",27,7138873,7140876,1
ENSBTAG00000016104,BTAF1,B-TFIID TATA-box binding protein associated factor 1 [Source:VGNC Symbol_Acc:VGNC:55937],26,13489681,13540913,1
ENSBTAG00000010363,LSM11,"LSM11, U7 small nuclear RNA associated [Source:VGNC Symbol_Acc:VGNC:54446]",7,69328868,69337119,1
ENSBTAG00000018569,CUL4B,cullin 4B [Source:VGNC Symbol_Acc:VGNC:27833],X,5084763,5130143,-1
ENSBTAG00000019219,SH2B1,SH2B adaptor protein 1 [Source:VGNC Symbol_Acc:VGNC:34555],25,25950650,25956976,-1
ENSBTAG00000053810,,,18,64660529,64724504,-1
ENSBTAG00000006320,DBT,dihydrolipoamide branched chain transacylase E2 [Source:VGNC Symbol_Acc:VGNC:27896],3,43039359,43079725,1
ENSBTAG00000033545,EBD,enteric beta-defensin [Source:NCBI gene (formerly Entrezgene)_Acc:281743],27,7165176,7180420,1
ENSBTAG00000048067,EPOP,elongin BC and polycomb repressive complex 2 associated protein [Source:VGNC Symbol_Acc:VGNC:28550],19,39275928,39277067,-1
ENSBTAG00000040358,,,18,64684152,64718827,-1
ENSBTAG00000020936,NOD2,nucleotide binding oligomerization domain containing 2 [Source:VGNC Symbol_Acc:VGNC:32151],18,19089956,19119730,1
ENSBTAG00000049194,,,5,27899933,27900102,1
ENSBTAG00000003788,RCC1,regulator of chromosome condensation 1 [Source:VGNC Symbol_Acc:VGNC:33825],2,124883384,124903231,-1
ENSBTAG00000053028,,,27,7197805,7208759,-1
ENSBTAG00000016199,CLINT1,clathrin interactor 1 [Source:VGNC Symbol_Acc:VGNC:27443],7,69380503,69437827,-1
ENSBTAG00000053057,,,27,7220613,7228081,1
ENSBTAG00000012022,TBC1D2B,TBC1 domain family member 2B [Source:VGNC Symbol_Acc:VGNC:35640],21,30372068,30461318,-1
ENSBTAG00000016401,OPTN,optineurin [Source:VGNC Symbol_Acc:VGNC:32442],13,27800706,27840043,1
ENSBTAG00000052180,,,27,7242644,7246187,1
ENSBTAG00000017613,ZNF419,zinc finger protein 419 [Source:NCBI gene (formerly Entrezgene)_Acc:510702],18,64698070,64705250,1
